tau                          G0_t                          S_higher_t                    G_w                           G_t                           
16.7325                       1.01504e-08                   -7.5735e-17                   0.000002-0.001452j            -0.00256488                   
16.7475                       9.98432e-09                   -7.33536e-17                  0.000002-0.001450j            -0.00255163                   
16.7625                       9.82093e-09                   -7.10472e-17                  0.000002-0.001449j            -0.00253846                   
16.7775                       9.66021e-09                   -6.88133e-17                  0.000002-0.001448j            -0.00252536                   
16.7925                       9.50213e-09                   -6.66497e-17                  0.000002-0.001447j            -0.00251232                   
16.8075                       9.34663e-09                   -6.45541e-17                  0.000002-0.001445j            -0.00249935                   
16.8225                       9.19368e-09                   -6.25245e-17                  0.000002-0.001444j            -0.00248645                   
16.8375                       9.04322e-09                   -6.05587e-17                  0.000002-0.001443j            -0.00247361                   
16.8525                       8.89524e-09                   -5.86547e-17                  0.000002-0.001441j            -0.00246084                   
16.8675                       8.74967e-09                   -5.68106e-17                  0.000002-0.001440j            -0.00244814                   
16.8825                       8.60648e-09                   -5.50245e-17                  0.000002-0.001439j            -0.0024355                    
16.8975                       8.46564e-09                   -5.32945e-17                  0.000002-0.001438j            -0.00242293                   
16.9125                       8.3271e-09                    -5.1619e-17                   0.000002-0.001436j            -0.00241042                   
16.9275                       8.19083e-09                   -4.99962e-17                  0.000002-0.001435j            -0.00239798                   
16.9425                       8.0568e-09                    -4.84244e-17                  0.000002-0.001434j            -0.0023856                    
16.9575                       7.92495e-09                   -4.69021e-17                  0.000002-0.001433j            -0.00237328                   
16.9725                       7.79526e-09                   -4.54276e-17                  0.000002-0.001431j            -0.00236103                   
16.9875                       7.66769e-09                   -4.39995e-17                  0.000002-0.001430j            -0.00234884                   
17.0025                       7.54221e-09                   -4.26163e-17                  0.000002-0.001429j            -0.00233672                   
17.0175                       7.41879e-09                   -4.12766e-17                  0.000002-0.001427j            -0.00232465                   
17.0325                       7.29738e-09                   -3.9979e-17                   0.000002-0.001426j            -0.00231265                   
17.0475                       7.17796e-09                   -3.87223e-17                  0.000002-0.001425j            -0.00230071                   
17.0625                       7.0605e-09                    -3.7505e-17                   0.000002-0.001424j            -0.00228884                   
17.0775                       6.94496e-09                   -3.63261e-17                  0.000002-0.001422j            -0.00227702                   
17.0925                       6.83131e-09                   -3.51842e-17                  0.000002-0.001421j            -0.00226527                   
17.1075                       6.71951e-09                   -3.40782e-17                  0.000002-0.001420j            -0.00225357                   
17.1225                       6.60955e-09                   -3.3007e-17                   0.000002-0.001419j            -0.00224194                   
17.1375                       6.50139e-09                   -3.19695e-17                  0.000002-0.001417j            -0.00223037                   
17.1525                       6.395e-09                     -3.09646e-17                  0.000002-0.001416j            -0.00221885                   
17.1675                       6.29034e-09                   -2.99913e-17                  0.000002-0.001415j            -0.0022074                    
17.1825                       6.18741e-09                   -2.90486e-17                  0.000002-0.001414j            -0.002196                     
17.1975                       6.08615e-09                   -2.81356e-17                  0.000002-0.001413j            -0.00218466                   
17.2125                       5.98655e-09                   -2.72512e-17                  0.000002-0.001411j            -0.00217339                   
17.2275                       5.88859e-09                   -2.63947e-17                  0.000002-0.001410j            -0.00216217                   
17.2425                       5.79222e-09                   -2.55651e-17                  0.000002-0.001409j            -0.00215101                   
17.2575                       5.69743e-09                   -2.47616e-17                  0.000002-0.001408j            -0.0021399                    
17.2725                       5.6042e-09                    -2.39833e-17                  0.000002-0.001406j            -0.00212885                   
17.2875                       5.51249e-09                   -2.32295e-17                  0.000002-0.001405j            -0.00211786                   
17.3025                       5.42228e-09                   -2.24995e-17                  0.000002-0.001404j            -0.00210693                   
17.3175                       5.33354e-09                   -2.17923e-17                  0.000002-0.001403j            -0.00209605                   
17.3325                       5.24626e-09                   -2.11074e-17                  0.000002-0.001402j            -0.00208523                   
17.3475                       5.16041e-09                   -2.04441e-17                  0.000002-0.001400j            -0.00207447                   
17.3625                       5.07596e-09                   -1.98016e-17                  0.000002-0.001399j            -0.00206376                   
17.3775                       4.99289e-09                   -1.91792e-17                  0.000002-0.001398j            -0.00205311                   
17.3925                       4.91119e-09                   -1.85765e-17                  0.000002-0.001397j            -0.00204251                   
17.4075                       4.83082e-09                   -1.79927e-17                  0.000002-0.001395j            -0.00203196                   
17.4225                       4.75176e-09                   -1.74273e-17                  0.000002-0.001394j            -0.00202147                   
17.4375                       4.674e-09                     -1.68796e-17                  0.000002-0.001393j            -0.00201104                   
17.4525                       4.59751e-09                   -1.63491e-17                  0.000002-0.001392j            -0.00200066                   
17.4675                       4.52228e-09                   -1.58354e-17                  0.000002-0.001391j            -0.00199033                   
17.4825                       4.44827e-09                   -1.53377e-17                  0.000002-0.001389j            -0.00198005                   
17.4975                       4.37548e-09                   -1.48558e-17                  0.000002-0.001388j            -0.00196983                   
17.5125                       4.30388e-09                   -1.43889e-17                  0.000002-0.001387j            -0.00195966                   
17.5275                       4.23344e-09                   -1.39368e-17                  0.000002-0.001386j            -0.00194955                   
17.5425                       4.16417e-09                   -1.34988e-17                  0.000002-0.001385j            -0.00193948                   
17.5575                       4.09602e-09                   -1.30747e-17                  0.000002-0.001384j            -0.00192947                   
17.5725                       4.02899e-09                   -1.26638e-17                  0.000002-0.001382j            -0.00191951                   
17.5875                       3.96306e-09                   -1.22659e-17                  0.000002-0.001381j            -0.0019096                    
17.6025                       3.8982e-09                    -1.18805e-17                  0.000002-0.001380j            -0.00189974                   
17.6175                       3.83441e-09                   -1.15072e-17                  0.000002-0.001379j            -0.00188993                   
17.6325                       3.77166e-09                   -1.11456e-17                  0.000002-0.001378j            -0.00188018                   
17.6475                       3.70994e-09                   -1.07954e-17                  0.000002-0.001376j            -0.00187047                   
17.6625                       3.64923e-09                   -1.04562e-17                  0.000002-0.001375j            -0.00186082                   
17.6775                       3.58951e-09                   -1.01277e-17                  0.000002-0.001374j            -0.00185121                   
17.6925                       3.53077e-09                   -9.80945e-18                  0.000002-0.001373j            -0.00184165                   
17.7075                       3.47299e-09                   -9.50124e-18                  0.000002-0.001372j            -0.00183215                   
17.7225                       3.41616e-09                   -9.20272e-18                  0.000002-0.001371j            -0.00182269                   
17.7375                       3.36025e-09                   -8.91358e-18                  0.000002-0.001370j            -0.00181328                   
17.7525                       3.30526e-09                   -8.63353e-18                  0.000002-0.001368j            -0.00180392                   
17.7675                       3.25117e-09                   -8.36228e-18                  0.000002-0.001367j            -0.0017946                    
17.7825                       3.19797e-09                   -8.09956e-18                  0.000002-0.001366j            -0.00178534                   
17.7975                       3.14564e-09                   -7.84509e-18                  0.000002-0.001365j            -0.00177612                   
17.8125                       3.09416e-09                   -7.59862e-18                  0.000002-0.001364j            -0.00176695                   
17.8275                       3.04352e-09                   -7.35989e-18                  0.000002-0.001363j            -0.00175783                   
17.8425                       2.99372e-09                   -7.12867e-18                  0.000002-0.001361j            -0.00174876                   
17.8575                       2.94473e-09                   -6.90472e-18                  0.000002-0.001360j            -0.00173973                   
17.8725                       2.89654e-09                   -6.6878e-18                   0.000002-0.001359j            -0.00173075                   
17.8875                       2.84914e-09                   -6.4777e-18                   0.000002-0.001358j            -0.00172182                   
17.9025                       2.80251e-09                   -6.2742e-18                   0.000002-0.001357j            -0.00171293                   
17.9175                       2.75665e-09                   -6.0771e-18                   0.000002-0.001356j            -0.00170408                   
17.9325                       2.71154e-09                   -5.88619e-18                  0.000002-0.001355j            -0.00169529                   
17.9475                       2.66716e-09                   -5.70128e-18                  0.000002-0.001353j            -0.00168654                   
17.9625                       2.62352e-09                   -5.52218e-18                  0.000002-0.001352j            -0.00167783                   
17.9775                       2.58058e-09                   -5.34871e-18                  0.000002-0.001351j            -0.00166917                   
17.9925                       2.53835e-09                   -5.1807e-18                   0.000002-0.001350j            -0.00166055                   
18.0075                       2.49681e-09                   -5.01796e-18                  0.000002-0.001349j            -0.00165198                   
18.0225                       2.45596e-09                   -4.86033e-18                  0.000002-0.001348j            -0.00164345                   
18.0375                       2.41576e-09                   -4.70766e-18                  0.000002-0.001347j            -0.00163497                   
18.0525                       2.37623e-09                   -4.55978e-18                  0.000002-0.001346j            -0.00162653                   
18.0675                       2.33735e-09                   -4.41655e-18                  0.000002-0.001344j            -0.00161813                   
18.0825                       2.2991e-09                    -4.27782e-18                  0.000002-0.001343j            -0.00160978                   
18.0975                       2.26147e-09                   -4.14345e-18                  0.000002-0.001342j            -0.00160147                   
18.1125                       2.22446e-09                   -4.01331e-18                  0.000002-0.001341j            -0.0015932                    
18.1275                       2.18806e-09                   -3.88725e-18                  0.000002-0.001340j            -0.00158497                   
18.1425                       2.15225e-09                   -3.76515e-18                  0.000002-0.001339j            -0.00157679                   
18.1575                       2.11703e-09                   -3.64689e-18                  0.000002-0.001338j            -0.00156865                   
18.1725                       2.08239e-09                   -3.53235e-18                  0.000002-0.001337j            -0.00156055                   
18.1875                       2.04831e-09                   -3.4214e-18                   0.000002-0.001336j            -0.0015525                    
18.2025                       2.01479e-09                   -3.31394e-18                  0.000002-0.001335j            -0.00154448                   
18.2175                       1.98182e-09                   -3.20985e-18                  0.000002-0.001333j            -0.00153651                   
18.2325                       1.94939e-09                   -3.10904e-18                  0.000002-0.001332j            -0.00152858                   
18.2475                       1.91749e-09                   -3.01139e-18                  0.000002-0.001331j            -0.00152069                   
18.2625                       1.88611e-09                   -2.91681e-18                  0.000002-0.001330j            -0.00151284                   
18.2775                       1.85524e-09                   -2.82521e-18                  0.000002-0.001329j            -0.00150503                   
18.2925                       1.82488e-09                   -2.73648e-18                  0.000002-0.001328j            -0.00149726                   
18.3075                       1.79502e-09                   -2.65053e-18                  0.000002-0.001327j            -0.00148953                   
18.3225                       1.76564e-09                   -2.56729e-18                  0.000002-0.001326j            -0.00148184                   
18.3375                       1.73675e-09                   -2.48667e-18                  0.000002-0.001325j            -0.00147419                   
18.3525                       1.70833e-09                   -2.40857e-18                  0.000002-0.001324j            -0.00146658                   
18.3675                       1.68037e-09                   -2.33293e-18                  0.000002-0.001323j            -0.00145901                   
18.3825                       1.65287e-09                   -2.25967e-18                  0.000002-0.001321j            -0.00145147                   
18.3975                       1.62583e-09                   -2.1887e-18                   0.000002-0.001320j            -0.00144398                   
18.4125                       1.59922e-09                   -2.11997e-18                  0.000002-0.001319j            -0.00143653                   
18.4275                       1.57305e-09                   -2.0534e-18                   0.000002-0.001318j            -0.00142911                   
18.4425                       1.54731e-09                   -1.98891e-18                  0.000002-0.001317j            -0.00142173                   
18.4575                       1.52199e-09                   -1.92645e-18                  0.000002-0.001316j            -0.00141439                   
18.4725                       1.49708e-09                   -1.86596e-18                  0.000002-0.001315j            -0.00140709                   
18.4875                       1.47258e-09                   -1.80736e-18                  0.000002-0.001314j            -0.00139983                   
18.5025                       1.44848e-09                   -1.75061e-18                  0.000002-0.001313j            -0.0013926                    
18.5175                       1.42478e-09                   -1.69564e-18                  0.000002-0.001312j            -0.00138541                   
18.5325                       1.40146e-09                   -1.64239e-18                  0.000002-0.001311j            -0.00137826                   
18.5475                       1.37853e-09                   -1.59082e-18                  0.000002-0.001310j            -0.00137115                   
18.5625                       1.35597e-09                   -1.54087e-18                  0.000002-0.001309j            -0.00136407                   
18.5775                       1.33378e-09                   -1.49248e-18                  0.000002-0.001308j            -0.00135703                   
18.5925                       1.31195e-09                   -1.44562e-18                  0.000002-0.001307j            -0.00135002                   
18.6075                       1.29048e-09                   -1.40023e-18                  0.000002-0.001305j            -0.00134305                   
18.6225                       1.26936e-09                   -1.35626e-18                  0.000002-0.001304j            -0.00133612                   
18.6375                       1.24859e-09                   -1.31368e-18                  0.000002-0.001303j            -0.00132922                   
18.6525                       1.22816e-09                   -1.27243e-18                  0.000002-0.001302j            -0.00132236                   
18.6675                       1.20806e-09                   -1.23248e-18                  0.000002-0.001301j            -0.00131553                   
18.6825                       1.18829e-09                   -1.19378e-18                  0.000002-0.001300j            -0.00130874                   
18.6975                       1.16884e-09                   -1.1563e-18                   0.000002-0.001299j            -0.00130198                   
18.7125                       1.14972e-09                   -1.11999e-18                  0.000002-0.001298j            -0.00129526                   
18.7275                       1.1309e-09                    -1.08483e-18                  0.000002-0.001297j            -0.00128858                   
18.7425                       1.1124e-09                    -1.05077e-18                  0.000002-0.001296j            -0.00128192                   
18.7575                       1.09419e-09                   -1.01778e-18                  0.000002-0.001295j            -0.00127531                   
18.7725                       1.07629e-09                   -9.85822e-19                  0.000002-0.001294j            -0.00126872                   
18.7875                       1.05867e-09                   -9.54871e-19                  0.000002-0.001293j            -0.00126217                   
18.8025                       1.04135e-09                   -9.24892e-19                  0.000002-0.001292j            -0.00125566                   
18.8175                       1.02431e-09                   -8.95855e-19                  0.000002-0.001291j            -0.00124918                   
18.8325                       1.00754e-09                   -8.67729e-19                  0.000002-0.001290j            -0.00124273                   
18.8475                       9.91056e-10                   -8.40487e-19                  0.000002-0.001289j            -0.00123631                   
18.8625                       9.74838e-10                   -8.14101e-19                  0.000002-0.001288j            -0.00122993                   
18.8775                       9.58885e-10                   -7.88543e-19                  0.000002-0.001287j            -0.00122358                   
18.8925                       9.43193e-10                   -7.63787e-19                  0.000002-0.001286j            -0.00121726                   
18.9075                       9.27758e-10                   -7.39809e-19                  0.000002-0.001285j            -0.00121098                   
18.9225                       9.12576e-10                   -7.16584e-19                  0.000002-0.001284j            -0.00120473                   
18.9375                       8.97642e-10                   -6.94089e-19                  0.000002-0.001283j            -0.00119851                   
18.9525                       8.82952e-10                   -6.723e-19                    0.000002-0.001282j            -0.00119232                   
18.9675                       8.68503e-10                   -6.51195e-19                  0.000002-0.001281j            -0.00118617                   
18.9825                       8.5429e-10                    -6.30752e-19                  0.000002-0.001280j            -0.00118004                   
18.9975                       8.4031e-10                    -6.10952e-19                  0.000002-0.001279j            -0.00117395                   
19.0125                       8.26559e-10                   -5.91773e-19                  0.000002-0.001278j            -0.00116789                   
19.0275                       8.13033e-10                   -5.73197e-19                  0.000002-0.001277j            -0.00116186                   
19.0425                       7.99728e-10                   -5.55204e-19                  0.000002-0.001276j            -0.00115586                   
19.0575                       7.8664e-10                    -5.37776e-19                  0.000002-0.001275j            -0.0011499                    
19.0725                       7.73767e-10                   -5.20895e-19                  0.000002-0.001274j            -0.00114396                   
19.0875                       7.61105e-10                   -5.04544e-19                  0.000002-0.001273j            -0.00113806                   
19.1025                       7.4865e-10                    -4.88707e-19                  0.000002-0.001272j            -0.00113218                   
19.1175                       7.36398e-10                   -4.73367e-19                  0.000002-0.001271j            -0.00112634                   
19.1325                       7.24347e-10                   -4.58508e-19                  0.000002-0.001270j            -0.00112052                   
19.1475                       7.12494e-10                   -4.44116e-19                  0.000002-0.001269j            -0.00111474                   
19.1625                       7.00834e-10                   -4.30176e-19                  0.000002-0.001268j            -0.00110898                   
19.1775                       6.89365e-10                   -4.16674e-19                  0.000002-0.001267j            -0.00110326                   
19.1925                       6.78084e-10                   -4.03595e-19                  0.000002-0.001266j            -0.00109756                   
19.2075                       6.66987e-10                   -3.90927e-19                  0.000002-0.001265j            -0.0010919                    
19.2225                       6.56072e-10                   -3.78657e-19                  0.000002-0.001264j            -0.00108626                   
19.2375                       6.45336e-10                   -3.66772e-19                  0.000002-0.001263j            -0.00108065                   
19.2525                       6.34775e-10                   -3.55261e-19                  0.000002-0.001262j            -0.00107507                   
19.2675                       6.24387e-10                   -3.4411e-19                   0.000002-0.001261j            -0.00106952                   
19.2825                       6.1417e-10                    -3.3331e-19                   0.000002-0.001260j            -0.001064                     
19.2975                       6.04119e-10                   -3.22849e-19                  0.000002-0.001259j            -0.00105851                   
19.3125                       5.94233e-10                   -3.12716e-19                  0.000002-0.001258j            -0.00105304                   
19.3275                       5.84508e-10                   -3.02901e-19                  0.000002-0.001257j            -0.00104761                   
19.3425                       5.74943e-10                   -2.93395e-19                  0.000002-0.001256j            -0.0010422                    
19.3575                       5.65534e-10                   -2.84187e-19                  0.000002-0.001255j            -0.00103682                   
19.3725                       5.5628e-10                    -2.75268e-19                  0.000002-0.001254j            -0.00103147                   
19.3875                       5.47176e-10                   -2.66629e-19                  0.000002-0.001253j            -0.00102614                   
19.4025                       5.38222e-10                   -2.58261e-19                  0.000002-0.001252j            -0.00102085                   
19.4175                       5.29414e-10                   -2.50156e-19                  0.000002-0.001251j            -0.00101558                   
19.4325                       5.20751e-10                   -2.42305e-19                  0.000002-0.001250j            -0.00101033                   
19.4475                       5.12229e-10                   -2.34701e-19                  0.000002-0.001249j            -0.00100512                   
19.4625                       5.03846e-10                   -2.27336e-19                  0.000002-0.001248j            -0.000999928                  
19.4775                       4.95601e-10                   -2.20201e-19                  0.000002-0.001247j            -0.000994766                  
19.4925                       4.87491e-10                   -2.13291e-19                  0.000002-0.001246j            -0.000989631                  
19.5075                       4.79513e-10                   -2.06598e-19                  0.000002-0.001245j            -0.000984522                  
19.5225                       4.71666e-10                   -2.00114e-19                  0.000002-0.001244j            -0.000979439                  
19.5375                       4.63947e-10                   -1.93834e-19                  0.000002-0.001243j            -0.000974383                  
19.5525                       4.56355e-10                   -1.87752e-19                  0.000002-0.001242j            -0.000969353                  
19.5675                       4.48887e-10                   -1.8186e-19                   0.000002-0.001241j            -0.000964349                  
19.5825                       4.41541e-10                   -1.76153e-19                  0.000002-0.001240j            -0.000959371                  
19.5975                       4.34315e-10                   -1.70625e-19                  0.000002-0.001239j            -0.000954418                  
19.6125                       4.27208e-10                   -1.65271e-19                  0.000002-0.001239j            -0.000949491                  
19.6275                       4.20217e-10                   -1.60085e-19                  0.000002-0.001238j            -0.000944589                  
19.6425                       4.1334e-10                    -1.55062e-19                  0.000002-0.001237j            -0.000939713                  
19.6575                       4.06576e-10                   -1.50196e-19                  0.000002-0.001236j            -0.000934862                  
19.6725                       3.99923e-10                   -1.45483e-19                  0.000002-0.001235j            -0.000930036                  
19.6875                       3.93378e-10                   -1.40918e-19                  0.000002-0.001234j            -0.000925235                  
19.7025                       3.86941e-10                   -1.36497e-19                  0.000002-0.001233j            -0.000920458                  
19.7175                       3.80608e-10                   -1.32214e-19                  0.000002-0.001232j            -0.000915707                  
19.7325                       3.7438e-10                    -1.28065e-19                  0.000002-0.001231j            -0.000910979                  
19.7475                       3.68253e-10                   -1.24047e-19                  0.000002-0.001230j            -0.000906277                  
19.7625                       3.62227e-10                   -1.20155e-19                  0.000002-0.001229j            -0.000901598                  
19.7775                       3.56299e-10                   -1.16385e-19                  0.000002-0.001228j            -0.000896944                  
19.7925                       3.50469e-10                   -1.12733e-19                  0.000002-0.001227j            -0.000892313                  
19.8075                       3.44733e-10                   -1.09196e-19                  0.000002-0.001226j            -0.000887707                  
19.8225                       3.39092e-10                   -1.0577e-19                   0.000002-0.001225j            -0.000883124                  
19.8375                       3.33543e-10                   -1.02451e-19                  0.000002-0.001224j            -0.000878565                  
19.8525                       3.28084e-10                   -9.92366e-20                  0.000002-0.001224j            -0.00087403                   
19.8675                       3.22715e-10                   -9.61231e-20                  0.000002-0.001223j            -0.000869518                  
19.8825                       3.17434e-10                   -9.31072e-20                  0.000002-0.001222j            -0.000865029                  
19.8975                       3.1224e-10                    -9.01861e-20                  0.000002-0.001221j            -0.000860563                  
19.9125                       3.0713e-10                    -8.73566e-20                  0.000002-0.001220j            -0.000856121                  
19.9275                       3.02104e-10                   -8.46159e-20                  0.000002-0.001219j            -0.000851701                  
19.9425                       2.9716e-10                    -8.19612e-20                  0.000002-0.001218j            -0.000847304                  
19.9575                       2.92297e-10                   -7.93898e-20                  0.000002-0.001217j            -0.00084293                   
19.9725                       2.87514e-10                   -7.68991e-20                  0.000002-0.001216j            -0.000838579                  
19.9875                       2.82809e-10                   -7.44865e-20                  0.000002-0.001215j            -0.00083425                   
20.0025                       2.78181e-10                   -7.21497e-20                  0.000002-0.001214j            -0.000829943                  
20.0175                       2.73628e-10                   -6.98862e-20                  0.000002-0.001213j            -0.000825659                  
20.0325                       2.69151e-10                   -6.76938e-20                  0.000002-0.001213j            -0.000821396                  
20.0475                       2.64746e-10                   -6.55701e-20                  0.000002-0.001212j            -0.000817156                  
20.0625                       2.60414e-10                   -6.35131e-20                  0.000002-0.001211j            -0.000812938                  
20.0775                       2.56152e-10                   -6.15206e-20                  0.000002-0.001210j            -0.000808741                  
20.0925                       2.5196e-10                    -5.95907e-20                  0.000002-0.001209j            -0.000804566                  
20.1075                       2.47837e-10                   -5.77213e-20                  0.000002-0.001208j            -0.000800412                  
20.1225                       2.43781e-10                   -5.59105e-20                  0.000002-0.001207j            -0.00079628                   
20.1375                       2.39792e-10                   -5.41566e-20                  0.000002-0.001206j            -0.00079217                   
20.1525                       2.35868e-10                   -5.24577e-20                  0.000002-0.001205j            -0.00078808                   
20.1675                       2.32008e-10                   -5.08122e-20                  0.000002-0.001204j            -0.000784012                  
20.1825                       2.28211e-10                   -4.92182e-20                  0.000002-0.001204j            -0.000779965                  
20.1975                       2.24477e-10                   -4.76743e-20                  0.000002-0.001203j            -0.000775938                  
20.2125                       2.20803e-10                   -4.61788e-20                  0.000002-0.001202j            -0.000771932                  
20.2275                       2.1719e-10                    -4.47303e-20                  0.000002-0.001201j            -0.000767948                  
20.2425                       2.13635e-10                   -4.33272e-20                  0.000002-0.001200j            -0.000763983                  
20.2575                       2.10139e-10                   -4.19681e-20                  0.000002-0.001199j            -0.000760039                  
20.2725                       2.06701e-10                   -4.06516e-20                  0.000002-0.001198j            -0.000756116                  
20.2875                       2.03318e-10                   -3.93765e-20                  0.000002-0.001197j            -0.000752212                  
20.3025                       1.99991e-10                   -3.81414e-20                  0.000002-0.001196j            -0.000748329                  
20.3175                       1.96718e-10                   -3.6945e-20                   0.000002-0.001196j            -0.000744466                  
20.3325                       1.93499e-10                   -3.57862e-20                  0.000002-0.001195j            -0.000740623                  
20.3475                       1.90332e-10                   -3.46637e-20                  0.000002-0.001194j            -0.000736799                  
20.3625                       1.87218e-10                   -3.35764e-20                  0.000002-0.001193j            -0.000732996                  
20.3775                       1.84154e-10                   -3.25233e-20                  0.000002-0.001192j            -0.000729212                  
20.3925                       1.8114e-10                    -3.15032e-20                  0.000002-0.001191j            -0.000725447                  
20.4075                       1.78176e-10                   -3.05151e-20                  0.000002-0.001190j            -0.000721702                  
20.4225                       1.7526e-10                    -2.9558e-20                   0.000002-0.001189j            -0.000717977                  
20.4375                       1.72392e-10                   -2.86309e-20                  0.000002-0.001189j            -0.00071427                   
20.4525                       1.69571e-10                   -2.77329e-20                  0.000002-0.001188j            -0.000710583                  
20.4675                       1.66796e-10                   -2.68631e-20                  0.000002-0.001187j            -0.000706915                  
20.4825                       1.64066e-10                   -2.60205e-20                  0.000002-0.001186j            -0.000703265                  
20.4975                       1.61381e-10                   -2.52044e-20                  0.000002-0.001185j            -0.000699635                  
20.5125                       1.58741e-10                   -2.4414e-20                   0.000002-0.001184j            -0.000696023                  
20.5275                       1.56143e-10                   -2.36483e-20                  0.000002-0.001183j            -0.00069243                   
20.5425                       1.53588e-10                   -2.29066e-20                  0.000002-0.001182j            -0.000688855                  
20.5575                       1.51074e-10                   -2.21882e-20                  0.000002-0.001182j            -0.000685299                  
20.5725                       1.48602e-10                   -2.14923e-20                  0.000001-0.001181j            -0.000681761                  
20.5875                       1.4617e-10                    -2.08182e-20                  0.000001-0.001180j            -0.000678242                  
20.6025                       1.43778e-10                   -2.01654e-20                  0.000001-0.001179j            -0.000674741                  
20.6175                       1.41425e-10                   -1.95329e-20                  0.000001-0.001178j            -0.000671257                  
20.6325                       1.39111e-10                   -1.89204e-20                  0.000001-0.001177j            -0.000667792                  
20.6475                       1.36834e-10                   -1.8327e-20                   0.000001-0.001176j            -0.000664345                  
20.6625                       1.34595e-10                   -1.77522e-20                  0.000001-0.001176j            -0.000660915                  
20.6775                       1.32393e-10                   -1.71955e-20                  0.000001-0.001175j            -0.000657503                  
20.6925                       1.30226e-10                   -1.66563e-20                  0.000001-0.001174j            -0.000654109                  
20.7075                       1.28095e-10                   -1.61339e-20                  0.000001-0.001173j            -0.000650732                  
20.7225                       1.25999e-10                   -1.5628e-20                   0.000001-0.001172j            -0.000647373                  
20.7375                       1.23937e-10                   -1.51379e-20                  0.000001-0.001171j            -0.000644031                  
20.7525                       1.21909e-10                   -1.46632e-20                  0.000001-0.001170j            -0.000640706                  
20.7675                       1.19914e-10                   -1.42033e-20                  0.000001-0.001170j            -0.000637399                  
20.7825                       1.17951e-10                   -1.37579e-20                  0.000001-0.001169j            -0.000634108                  
20.7975                       1.16021e-10                   -1.33265e-20                  0.000001-0.001168j            -0.000630835                  
20.8125                       1.14122e-10                   -1.29086e-20                  0.000001-0.001167j            -0.000627578                  
20.8275                       1.12255e-10                   -1.25038e-20                  0.000001-0.001166j            -0.000624338                  
20.8425                       1.10418e-10                   -1.21117e-20                  0.000001-0.001165j            -0.000621115                  
20.8575                       1.08611e-10                   -1.17319e-20                  0.000001-0.001165j            -0.000617909                  
20.8725                       1.06833e-10                   -1.13641e-20                  0.000001-0.001164j            -0.000614719                  
20.8875                       1.05085e-10                   -1.10077e-20                  0.000001-0.001163j            -0.000611546                  
20.9025                       1.03365e-10                   -1.06626e-20                  0.000001-0.001162j            -0.000608389                  
20.9175                       1.01674e-10                   -1.03282e-20                  0.000001-0.001161j            -0.000605248                  
20.9325                       1.0001e-10                    -1.00044e-20                  0.000001-0.001160j            -0.000602123                  
20.9475                       9.83735e-11                   -9.69066e-21                  0.000001-0.001160j            -0.000599015                  
20.9625                       9.67636e-11                   -9.3868e-21                   0.000001-0.001159j            -0.000595923                  
20.9775                       9.51801e-11                   -9.09247e-21                  0.000001-0.001158j            -0.000592846                  
20.9925                       9.36225e-11                   -8.80737e-21                  0.000001-0.001157j            -0.000589786                  
21.0075                       9.20904e-11                   -8.53122e-21                  0.000001-0.001156j            -0.000586741                  
21.0225                       9.05834e-11                   -8.26372e-21                  0.000001-0.001155j            -0.000583712                  
21.0375                       8.9101e-11                    -8.00462e-21                  0.000001-0.001155j            -0.000580699                  
21.0525                       8.76429e-11                   -7.75364e-21                  0.000001-0.001154j            -0.000577701                  
21.0675                       8.62087e-11                   -7.51053e-21                  0.000001-0.001153j            -0.000574719                  
21.0825                       8.47979e-11                   -7.27505e-21                  0.000001-0.001152j            -0.000571752                  
21.0975                       8.34102e-11                   -7.04695e-21                  0.000001-0.001151j            -0.0005688                    
21.1125                       8.20453e-11                   -6.826e-21                    0.000001-0.001151j            -0.000565864                  
21.1275                       8.07026e-11                   -6.61199e-21                  0.000001-0.001150j            -0.000562943                  
21.1425                       7.9382e-11                    -6.40468e-21                  0.000001-0.001149j            -0.000560037                  
21.1575                       7.80829e-11                   -6.20388e-21                  0.000001-0.001148j            -0.000557146                  
21.1725                       7.68051e-11                   -6.00937e-21                  0.000001-0.001147j            -0.000554269                  
21.1875                       7.55482e-11                   -5.82097e-21                  0.000001-0.001146j            -0.000551408                  
21.2025                       7.43119e-11                   -5.63847e-21                  0.000001-0.001146j            -0.000548561                  
